id_mature	miRBase_mature_miRNA_ID	id_hairpin	miRBase_precursor_miRNA_ID	Type	norm_mean_MDCK	norm_mean_MDCK-Ras	Fold_Change	Log2_Fold_Change	p_value	p_adjusted_value	more	sig	bin	class
cfa-miR-660	MIMAT0006760	cfa-mir-660	MI0008186	Canis	208.0316067	218.1521673	1.048649149	0.06853207	0.89497387	0.919291154	1	0	10	1
cfa-miR-7	MIMAT0006634	cfa-mir-7-1	MI0008033	Canis	63772.64054	101943.7088	1.598549283	0.676763223	0.061014884	0.122029768	1	0	10	1
cfa-miR-7	MIMAT0006634	cfa-mir-7-2	MI0008085	Canis	63578.64875	101126.6794	1.590576104	0.669549401	0.063075322	0.123153612	1	0	10	1
cfa-miR-7	MIMAT0006634	cfa-mir-7-3	MI0010330	Canis	63551.7412	101046.6337	1.589990011	0.669017702	0.063271581	0.123153612	1	0	10	1
cfa-miR-802	MIMAT0009928	cfa-mir-802	MI0010427	Canis	795.1732057	3.495352128	0.004395712	-7.829687531	3.7E-26	2.02E-24	0	1	01	2
cfa-miR-874	MIMAT0009930	cfa-mir-874	MI0010429	Canis	68.75441968	863.954358	12.56580104	3.651430737	0.00000599	0.000029	1	1	11	3
cfa-miR-8826	MIMAT0034317	cfa-mir-8826	MI0027908	Canis	1111.995031	271.8078903	0.244432648	-2.032491099	0.008536064	0.020908561	0	1	01	2
cfa-miR-8859a	MIMAT0034354	cfa-mir-8859a	MI0027950	Canis	1025.147849	2209.207971	2.155014004	1.107697244	0.012801411	0.028770181	1	1	11	3
cfa-miR-8859b	MIMAT0034358	cfa-mir-8859b	MI0027954	Canis	106.5260322	82.82733949	0.777531442	-0.363027078	0.52116786	0.664412827	0	0	00	0
cfa-miR-8884	MIMAT0034386	cfa-mir-8884	MI0027983	Canis	405.1506703	330.6517117	0.816120362	-0.293146157	0.5517116	0.691224878	0	0	00	0
cfa-miR-889	MIMAT0034387	cfa-mir-889	MI0027984	Canis	13.32018239	957.4515563	71.87976321	6.167513751	4.26E-14	5.16E-13	1	1	11	3
cfa-miR-92a	MIMAT0006653	cfa-mir-92a-1	MI0008055	Canis	12904.64646	5617.095024	0.43527694	-1.199994503	0.002662115	0.007164705	0	1	01	2
cfa-miR-92a	MIMAT0006653	cfa-mir-92a-2	MI0008175	Canis	12905.01781	5617.095024	0.435264415	-1.200036018	0.002661329	0.007164705	0	1	01	2
cfa-miR-92b	MIMAT0006703	cfa-mir-92b	MI0008119	Canis	2418.866465	1506.027361	0.622616992	-0.683583146	0.113394519	0.19935488	0	0	00	0
cfa-miR-93	MIMAT0006696	cfa-mir-93	MI0008110	Canis	70105.44636	63029.51678	0.899067334	-0.153498927	0.898206494	0.919291154	0	0	00	0
cfa-miR-95	MIMAT0009878	cfa-mir-95	MI0010376	Canis	2147.680642	170.8481618	0.079550078	-3.651992851	3.26E-15	4.18E-14	0	1	01	2
cfa-miR-96	MIMAT0009861	cfa-mir-96	MI0010356	Canis	8774.054556	4321.640625	0.492547727	-1.02166457	0.01674288	0.037244366	0	1	01	2
cfa-miR-98	MIMAT0006756	cfa-mir-98	MI0008182	Canis	1166.418105	1069.947973	0.917293695	-0.124544372	0.700336861	0.793916954	0	0	00	0
cfa-miR-99a	MIMAT0006668	cfa-mir-99a-1	MI0008075	Canis	1660.38726	2973.454532	1.790819891	0.840620248	0.099808194	0.179819721	1	0	10	1
cfa-miR-99a	MIMAT0006668	cfa-mir-99a-2	MI0008102	Canis	1660.38726	2973.454532	1.790819891	0.840620248	0.099808194	0.179819721	1	0	10	1
cfa-miR-99b	MIMAT0006607	cfa-mir-99b	MI0008003	Canis	11450.73977	22416.92954	1.957683957	0.969147879	0.032927555	0.069021221	1	0	10	1
cfa-miR-9	MIMAT0006674	cfa-mir-9-1	MI0008125	Canis	776.7971677	110.9692148	0.142854814	-2.807378443	2.05E-09	1.54E-08	0	1	01	2
cfa-miR-9	MIMAT0006674	cfa-mir-9-2	MI0008081	Canis	776.7971677	110.9692148	0.142854814	-2.807378443	2.05E-09	1.54E-08	0	1	01	2
cfa-miR-9	MIMAT0006674	cfa-mir-9-3	MI0008086	Canis	776.7971677	110.9692148	0.142854814	-2.807378443	2.05E-09	1.54E-08	0	1	01	2
